id,city,description,lat,lon,dat,cases
44,Lucknow,"Lucknow: Dengue stings 25 more, highest count in a day",26.8381,80.9346001,17-10-2019 04:08,25
45,Lucknow,"Colleges, fire station among 35 new vector dens in Lucknow",26.8381,80.9346001,13-09-2019 00:00,35
46,Lucknow,"Lucknow: Dengue count up by 14, notices sent",26.8381,80.9346001,29-09-2019 00:00,14
47,Lucknow,Dengue affects 29 more in Lucknow,26.8381,80.9346001,26-10-2019 00:00,29
48,Lucknow,Lucknow tops in UP as dengue stings 56 in four days,26.8381,80.9346001,31-10-2019 00:00,56
49,Lucknow,"Lucknow: Dengue stings 39 in a day, may touch 1,000 mark in October",26.8381,80.9346001,25-10-2019 00:00,39
50,Bhopal,Bhopal feels dengue sting: 100 new cases in a week,23.2584857,77.401989,30-09-2019 00:00,100
51,Bhopal,"Bhopal: Nip dengue in the bud, say experts",23.2584857,77.401989,20-09-2019 00:00,
52,Vijayawada,"Vijayawada shivers, 400 fever cases registered daily at government hospital",16.5087586,80.6185102,27-09-2019 00:00,400
53,Kolkata,Kolkata: 11-year-old dies of dengue just 500m from KMC headquarters,22.54541245,88.35677516,19-09-2019 00:00,1
54,Kolkata,"West Bengal: 37-year-old man dies of dengue in Kolkata, toll at 28",22.54541245,88.35677516,09-12-2019 16:52,28
55,Kolkata,Three deaths in two weeks: Dengue sting gets deadly in Kolkata,22.54541245,88.35677516,25-09-2019 00:00,3
56,Kolkata,Kolkata: Dengue claims child on Panchami morning,22.54541245,88.35677516,03-10-2019 00:00,
57,Kolkata,"Kolkata: Dengue patients double in two weeks, 21,000 cases since October 24",22.54541245,88.35677516,11-11-2019 00:00,21000
58,Hyderabad,"Dengue continues to grip Hyderabad, 750 cases recorded until September 7",17.38878595,78.46106473,09-09-2019 00:00,750
59,Hyderabad,"Hyderabad: Dengue kills one more, fourth death in 10 days",17.38878595,78.46106473,11-09-2019 00:00,4
60,Hyderabad,46 cases of chikungunya reported in Hyderabad,17.38878595,78.46106473,11-10-2019 03:18,46
61,Hyderabad,11-year-old paralysed girl waits for hours due to lack of bed in Hyderabad,17.38878595,78.46106473,07-09-2019 00:00,
62,Hyderabad,Over 960 fever cases surface during three-day health camp in Hyderabad,17.38878595,78.46106473,20-09-2019 00:00,960
63,Hyderabad,"Hyderabad: Spike in swine flu numbers, 6 new cases in 10 days",17.38878595,78.46106473,17-11-2019 01:40,6
64,Hyderabad,Dengue crisis in Hyderabad worst in three decades: Doctors,17.38878595,78.46106473,20-09-2019 00:00,
65,Hyderabad,Hyderabad: Dengue stings health update a must,17.38878595,78.46106473,27-12-2019 00:00,
66,Hyderabad,Hyderabad dengue scare: Parents take school to task for poor sanitation,17.38878595,78.46106473,04-09-2019 00:00,
67,Hyderabad,"Hyderabad: Teen died of dengue, confirms hospital",17.38878595,78.46106473,04-09-2019 00:00,1
68,Hyderabad,Dengue outbreak in Hyderabad: Blood donations double as patient numbers soar,17.38878595,78.46106473,05-09-2019 00:00,
69,Hyderabad,"Dengue cases decreasing in Hyderabad, says KTR",17.38878595,78.46106473,10-09-2019 00:00,
70,Karnataka,"Dengue cases in Karnataka cross 10,000; up 138% since 2018",14.5203896,75.7223521,13-09-2019 00:00,10000
71,Karnataka,"With over 9,300 cases till August, dengue sting may be worst in Karnataka",14.5203896,75.7223521,28-08-2019 00:00,9300
72,Karnataka,"6 deaths, more than 8K dengue cases hit Karnataka",14.5203896,75.7223521,16-08-2019 00:00,8000
73,Karnataka,Karnataka: Spurt in dengue cases in Dakshina Kannada district,14.5203896,75.7223521,14-06-2020 00:00,
74,Karnataka,"With over 14k cases, Karnataka tops dengue list in the country",14.5203896,75.7223521,06-12-2019 00:00,14000
75,Karnataka,"299 new Covid cases take Karnataka tally past 3,000",14.5203896,75.7223521,01-06-2020 00:00,299
76,Telangana,"1,000 dengue cases leave Telangana govt in tizzy",17.8495919,79.1151663,04-07-2019 00:00,1000
77,Telangana,50 deaths? Telangana reels under dengue,17.8495919,79.1151663,04-09-2019 00:00,50
78,Telangana,Suspected dengue kills three of family in Telangana,17.8495919,79.1151663,31-10-2019 00:00,4
79,Telangana,"After dengue, Telangana prepares for swine flu",17.8495919,79.1151663,27-09-2019 00:00,
80,Telangana,"Dengue cases: After HC rap, Telangana govt to focus on schools",17.8495919,79.1151663,04-09-2019 00:00,
81,Telangana,"Dengue cases are alarming, what are you doing: HC to Telangana govt",17.8495919,79.1151663,31-08-2019 00:00,
82,Telangana,Telangana: Surge in dengue numbers worries doctors,17.8495919,79.1151663,21-01-2020 00:00,
83,Telangana,Dengue cases in Telangana over-reported: Health department,17.8495919,79.1151663,07-07-2019 00:00,
84,Behala Kolkata,300 dengue cases in Kolkata; Behala worst hit,22.4976756,88.3176763,23-08-2019 00:00,300
85,Behala Kolkata,"Behala woman dies of dengue, both daughters down with fever",22.4976756,88.3176763,28-09-2019 00:00,3
86,Rishikesh,"60-year-old woman dies in Rishikesh, dengue suspected",30.1086537,78.2916193,03-10-2019 00:00,
87,Nashik,Nashik: 25 test positive for dengue in first week of September,20.0112475,73.7902364,12-09-2019 00:00,25
88,Nashik,Nashik: 26 tested positive for dengue in first week of October,20.0112475,73.7902364,09-10-2019 00:00,26
89,Nashik,80 test postive for dengue in last two weeks in Nashik,20.0112475,73.7902364,25-09-2019 00:00,80
90,Nashik,"Nashik Municipal Corporation finds 58,875 dengue mosquito breeding spots",20.0112475,73.7902364,13-12-2019 09:30,58875
91,Nashik,Dengue advisory for Nashik citizens,20.0112475,73.7902364,18-06-2020 23:12,
92,Nashik,"Nashik: Already fighting Covid, NMC faces dengue challenge",20.0112475,73.7902364,05-06-2020 00:00,
93,Dehradun,"85 new dengue cases in Dehradun, toll now 2,183",30.3255646,78.0436813,19-09-2019 00:00,85
94,Dehradun,Number of dengue cases touches 800 in Dehradun,30.3255646,78.0436813,10-09-2019 00:00,800
95,Dehradun,14 more dengue cases in Dehradun,30.3255646,78.0436813,14-08-2019 00:00,14
96,Dehradun,17 more dengue cases in Dehradun,30.3255646,78.0436813,29-08-2019 00:00,17
97,Dehradun,"20 more tested positive, 821 down with dengue in Dehradun",30.3255646,78.0436813,11-09-2019 00:00,20
98,Dehradun,"Dehradun woman dies of dengue, 12 new cases diagnosed",30.3255646,78.0436813,24-08-2019 00:00,12
99,Dehradun,"Dehradun: Dengue cases touch 94, teams sent to stop mosquito breeding",30.3255646,78.0436813,01-08-2019 00:00,94
100,Dehradun,Four new dengue cases in Dehradun,30.3255646,78.0436813,17-07-2019 00:00,4
101,Dehradun,Team of central health ministry inspects dengue affected areas in Dehradun,30.3255646,78.0436813,12-09-2019 00:00,
102,Gujarat,Gujarat: Dengue claims 7 lives in a week in Jamnagar,22.41540825,72.03149704,16-10-2019 02:49,7
103,Gujarat,Gujarat: 387 dengue cases in 22 days,22.41540825,72.03149704,23-08-2019 00:00,387
105,Gujarat,Dengue deaths lost in number game in Gujarat,22.41540825,72.03149704,16-10-2019 00:00,
106,Gujarat,"Gujarat: 49 cases of malaria, 36 of dengue daily",22.41540825,72.03149704,28-02-2020 00:00,49
107,Panaji India,22 suspected dengue cases in Panaji this August,15.4989946,73.8282141,27-08-2019 00:00,22
108,Bareilly,Dengue cases rise to 60 in Bareilly,28.457876,79.40557094,12-10-2019 07:35,60
109,Bareilly,35 dengue cases reported in Bareilly division this year,28.457876,79.40557094,18-09-2019 00:00,35
110,Bareilly,Dengue cases rise to 24 in Bareilly district,28.457876,79.40557094,06-09-2019 00:00,24
111,Gandhinagar,"Gandhinagar: DAIICT acts, only after 50 dengue cases",23.2232877,72.6492267,21-09-2019 00:00,50
112,Patiala,15 dengue cases in Patiala,30.2090874,76.33987209,29-08-2019 00:00,15
113,Meerut,"To curb spread of dengue, malaria, 4,233 houses inspected in Meerut",28.916667,77.683333,14-09-2019 00:00,4233
114,Meerut,"Dengue cases rise to 182 in Meerut, doctors say last phase of disease",28.916667,77.683333,18-11-2019 00:00,182
115,Pune,6 Pune ward areas record 75% of all dengue cases,18.521428,73.8544541,06-09-2019 00:00,6
116,Pune,Pune: Four municipal wards record 63% of confirmed dengue cases,18.521428,73.8544541,27-06-2019 00:00,
117,Pune,Pune: 247 dengue cases in the first eight days of August,18.521428,73.8544541,10-08-2019 00:00,247
118,Pune,"Pune: 3 more dengue deaths, toll climbs to five this year",18.521428,73.8544541,04-10-2019 00:00,3
119,Pune,"Pune: Woman succumbs to dengue, toll touches 45",18.521428,73.8544541,25-11-2019 00:54,45
120,Pune,"Three more die of dengue, toll touches 48 in Pune",18.521428,73.8544541,26-11-2019 00:02,48
121,Pune,Pune: 20 dengue deaths since July at Sassoon hospital,18.521428,73.8544541,18-11-2019 00:00,20
122,Pune,Pune hospital confirms 5 more dengue deaths in October,18.521428,73.8544541,05-11-2019 00:00,5
124,Pune,Pune: Dengue confines many to bed during festive season,18.521428,73.8544541,31-10-2019 00:00,
125,Pune,Pune: Bibvewadi woman seventh dengue victim this year,18.521428,73.8544541,01-11-2019 00:00,
126,Pune,Dengue claims first life in Pune this year,18.521428,73.8544541,23-09-2019 00:00,
127,Pune,Pune: Six wards register 81% of confirmed dengue cases,18.521428,73.8544541,07-12-2019 00:00,
128,Pune,Over 100 dengue cases in Pune in just 3 days,18.521428,73.8544541,05-12-2019 00:00,100
129,Pune,"Cases of dengue, chikungunya begin to stack up in Pune",18.521428,73.8544541,10-07-2019 00:00,
130,Delhi ,Nine cases of dengue reported in Delhi this year till May 11,28.6517178,77.2219388,14-05-2019 00:00,9
131,Delhi ,Delhi registers 202 malaria cases this year with 48 in 1st week of September,28.6517178,77.2219388,10-09-2019 00:00,
132,Delhi ,24X7 South Delhi Municipal Corporation helpline for dengue fight,28.6517178,77.2219388,27-09-2019 00:00,
133,Delhi ,"Delhi: Dengue cases rise to 4,704 as year nears end",28.6517178,77.2219388,17-12-2018 00:00,4704
134,Delhi ,2 dengue deaths in Delhi this year,28.6517178,77.2219388,07-01-2020 05:47,2
135,Delhi ,"Delhi: Fate of 3,500 men who keep dengue away uncertain",28.6517178,77.2219388,22-02-2020 04:24,3500
136,Delhi ,Number of dengue cases in Delhi spikes in week after Diwali,28.6517178,77.2219388,06-11-2019 00:00,
137,Delhi ,"Dengue cases on decline in Delhi, says Arvind Kejriwal",28.6517178,77.2219388,16-09-2019 00:00,
138,Delhi ,"Delhi: As corporations battle Covid-19, dengue rears its ugly head",28.6517178,77.2219388,11-04-2020 00:00,
139,Delhi ,830 dengue cases in Delhi so far this year; 189 last week,28.6517178,77.2219388,29-10-2019 00:00,830
140,Delhi ,Six dengue cases reported in Delhi this year: Municipal report,28.6517178,77.2219388,01-04-2019 00:00,5
141,Chennai,"
Health minister Ma Subramanian inspects dengue control measures as cases rise in Chennai
",13.0836939,80.270186,05-10-2021 08:11,
142,Lucknow,"
Six localities hub of dengue in Lucknow
",26.8381,80.9346001,07-10-2021 07:37,
143,Visakhapatnam,"
No let-up in malaria, dengue cases in Visakhapatnam
",17.7231276,83.3012842,06-10-2021 04:17,
215,Ahmedabad ,Mosquito breeding: 6 properties sealed in Ahmedabad,23.0216238,72.5797068,25-09-2019 00:00,
216,Ahmedabad ,Ahmedabad paid Rs 1 crore in fines this year,23.0216238,72.5797068,21-09-2019 00:00,
217,Ahmedabad ,359 new dengue cases in last 11 days in Ahmedabad,23.0216238,72.5797068,15-10-2019 04:08,359
218,Ahmedabad ,Ahmedabad: Dengue kills 17-year-old medical student,23.0216238,72.5797068,08-10-2019 00:00,
219,Ahmedabad ,Ahmedabad: 42% of dengue patients are children,23.0216238,72.5797068,03-12-2019 04:37,3
220,Ahmedabad ,Deadly bite: Three-fold rise in dengue deaths in Ahmedabad this year,23.0216238,72.5797068,18-12-2019 00:00,
232,Ahmedabad ,Five dengue deaths in past month in Ahmedabad,23.0216238,72.5797068,24-09-2019 00:00,5
233,Ahmedabad ,Typhoid cases on the rise in Ahmedabad,23.0216238,72.5797068,13-08-2019 00:00,
234,Ahmedabad ,Ahmedabad witnessed 45 per cent spike in dengue cases in 2019,23.0216238,72.5797068,07-01-2020 00:00,
235,Ahmedabad ,"Ahmedabad: In 16 days, dengue cases hit 156% of last November total",23.0216238,72.5797068,19-11-2019 00:00,
236,Ahmedabad ,546 dengue cases in Ahmedabad in 19 days of October,23.0216238,72.5797068,22-10-2019 00:00,546
238,Ahmedabad ,"Ahmedabad: Swine flu cases doubled, dengue spiked in 2019",23.0216238,72.5797068,11-12-2019 00:00,
239,Ahmedabad ,Ahmedabad: Dengue cases shot up 139% in November,23.0216238,72.5797068,03-12-2019 00:00,
241,Ahmedabad ,Are dengue cases falling in Ahmedabad?,23.0216238,72.5797068,27-08-2019 00:00,
242,Secunderabad,"Spurt in dengue and typhoid cases in Secunderabad Cantonment, daily count exceeds 400 in area hospital",17.4337246,78.5006827,26-08-2019 00:00,400
244,Lucknow,"
Dengue sting fails to spur Lucknow Municipal Corporation into action, cases soar
",26.8381,80.9346001,08-10-2021 04:53,
249,Bengaluru,"Bengaluru sees nearly 3,000 dengue cases; Hoysalanagar worst hit",12.9791198,77.5912997,21-07-2019 00:00,3000
250,Bengaluru,29 dengue cases in 9 days in Bengaluru,12.9791198,77.5912997,14-05-2019 00:00,29
251,Bengaluru,47 dengue cases in one locality in Bengaluru,12.9791198,77.5912997,17-06-2019 00:00,47
252,Bengaluru,5-month-old Mandya boy dies of suspected dengue in Bengaluru,12.9791198,77.5912997,21-07-2019 00:00,
253,Bengaluru,"Bengaluru: Good Samaritans walk into hospitals, donate platelets",12.9791198,77.5912997,23-07-2019 00:00,
256,Bengaluru,"Bengaluru dengue cases: Papaya leaf helps, but is no miracle cure, say experts",12.9791198,77.5912997,30-07-2019 00:00,
257,Bengaluru,"Bengaluru: Sole test downplays dengue, cases double of govt claim, say doctors",12.9791198,77.5912997,30-07-2019 00:00,
258,Bengaluru,"Bengaluru sees 24-hour highest of 138 cases, 7 deaths",12.9791198,77.5912997,20-06-2020 00:20,138
263,Aurangabad,Aurangabad: 64 suspected cases of dengue reported in August,19.877263,75.3390241,31-08-2019 00:00,64
264,Aurangabad,Aurangabad health department intensifies drive against dengue as girl dies,19.877263,75.3390241,29-09-2019 00:00,
265,Jalandhar,Jalandhar: Anti-larva teams detect 43 dengue larva cases in 10 places,31.3323762,75.576889,06-08-2019 00:00,43
266,Chennai,"Battalion of 3,000 to fight dengue, each to cover 500 homes per week in Chennai",13.0801721,80.2838331,16-10-2019 04:14,3000
267,Chennai,515 dengue cases in Chennai: Civic body,13.0801721,80.2838331,19-12-2018 00:00,515
268,Chennai,"Five, including three working in Chennai, at Kumbakonam hospital",13.0801721,80.2838331,25-09-2019 00:00,5
269,Chennai,Greater Chennai Corporation to do focused fogging to kill dengue,13.0801721,80.2838331,25-09-2019 00:00,
270,Chennai,"Realtors refuse to pay dengue penalty, clean breeding spots: Greater Chennai Corporation",13.0801721,80.2838331,25-10-2019 00:00,
273,Nagpur,"Nagpur: 7 dengue cases in August, 22 since January",21.1498134,79.0820556,20-08-2019 00:00,7
274,Nagpur,Nagpur registers highest-ever dengue positive cases in 2019,21.1498134,79.0820556,08-01-2020 00:00,
275,Uttarakhand,"Dengue cases cross 2,000 in Uttarakhand, max figures from Dehradun, Nainital",30.09199355,79.32176659,17-09-2019 00:00,2000
276,Uttarakhand,Uttarakhand: 34-year-old man succumbs to dengue in Udham Singh Nagar,30.09199355,79.32176659,03-11-2019 00:00,
277,Uttarakhand,"Despite mercury dip, dengue cases continue to rise in Uttarakhand",30.09199355,79.32176659,13-11-2019 00:00,
279,Uttarakhand,"Uttarakhand battles worst dengue outbreak in years, over 8k cases reported",30.09199355,79.32176659,25-10-2019 00:00,8000
282,Kanpur,13 more have dengue; virus tightens grip on Kanpur Road,26.4609135,80.3217588,21-09-2019 00:00,13
284,Rajasthan,"Dengue death toll in Rajasthan rises to 12, 3,860 test positive in 12 days",26.8105777,73.7684549,18-11-2019 01:54,3860
286,Rajasthan,"Dengue cases with marks of cold, cough increasing in Rajasthan",26.8105777,73.7684549,19-11-2019 00:00,
287,Vellore,7-year-old boy dies of dengue in Vellore,12.9071753,79.1309695,31-10-2019 00:00,
288,Jaipur,608 test positive for dengue in Jaipur in past 17 days,26.916194,75.820349,03-11-2019 00:00,608
289,Jaipur,"Jaipur: From 535 to 1,084, dengue cases double in just 20 days",26.916194,75.820349,21-10-2019 00:00,1084
290,Bihar,"Dengue count increases to 3,950 in Bihar",25.6440845,85.906508,29-10-2019 00:00,3950
291,Bihar,Bihar: Former MLA gets life term in rape case after 25 years,25.6440845,85.906508,31-01-2020 23:57,
292,Goa,Goa CM: Step up dengue awareness,15.3004543,74.0855134,27-09-2019 00:00,
293,Goa,"With 726 dengue cases, Goa sees three-fold rise in 2019",15.3004543,74.0855134,20-01-2020 00:00,726
296,Lucknow,"
22 more dengue cases reported in Lucknow
",26.8381,80.9346001,10-10-2021 08:26,22
298,Maharashtra,"Maharashtra forms panel to assist doctors in handling dengue, swine flu cases",19.531932,76.0554568,21-05-2020 00:00,
299,Maharashtra,"With six deaths & 4,272 cases, dengue hits rural Maharashtra hard",19.531932,76.0554568,12-11-2019 00:00,4272
300,Maharashtra,"Maharashtra: Number of dengue cases may drop this year, say doctors",19.531932,76.0554568,27-07-2019 00:00,
301,Maharashtra,"Maharashtra sees 3,752 cases, highest in a day since Covid-19 struck",19.531932,76.0554568,19-06-2020 00:24,3752
304,Coimbatore,Coimbatore: Pharmacists told not to sell drugs without prescription,11.0018115,76.9628425,04-10-2019 00:00,
305,Chandigarh,"Dengue cases may go up in Chandigarh if humidity persists, say experts",30.7194022,76.7646552,28-08-2019 00:00,
306,Surat,Sudden spurt in dengue cases in Surat,21.1864607,72.8081281,16-10-2019 00:00,
308,Bhopal,"
Rain may trigger spurt in dengue cases in Bhopal
",23.2584857,77.401989,18-10-2021 07:25,
309,Delhi,"
Dengue in Firozabad: Chemists run out of intravenous fluids; attendants rush to Delhi to get saline bags, return empty-handed
",28.6517178,77.2219388,18-10-2021 04:36,
312,Agra,"
350 dengue cases confirmed in Agra dist, highest in 10 years
",27.1752554,78.0098161,20-10-2021 04:30,350
313,Delhi,"
AAP, BJP spar over rise in dengue cases in Delhi
",28.6517178,77.2219388,19-10-2021 22:35,
314,Delhi,"
Delhi feels sting with first dengue death
",28.6517178,77.2219388,19-10-2021 04:41,
315,Delhi,"
Locals worried about dengue outbreak in Delhi
",28.6517178,77.2219388,18-10-2021 16:24,
316,Delhi,"
First death reported in Delhi due to dengue this year: Civic body
",28.6517178,77.2219388,18-10-2021 12:53,5
324,Rajasthan,"
With 8 deaths and over 4.7k cases in 28 days, dengue threat for Rajasthan
",26.8105777,73.7684549,20-10-2021 04:17,4700
331,Lucknow,"
In new high, 29 dengue cases in Lucknow
",26.8381,80.9346001,22-10-2021 05:44,29
332,Delhi,"
As dengue cases rise, Delhi govt reduces Covid-19 beds in private hospitals
",28.6517178,77.2219388,22-10-2021 04:01,
341,Jaipur,"
Jaipur reports 70 dengue cases in 24 hours, count crosses 550 in 16 days
",26.9154576,75.8189817,24-10-2021 04:08,550
342,Lucknow,"
Demand for platelets up 75% with rising dengue cases in Lucknow
",26.8381,80.9346001,24-10-2021 08:24,
343,Nashik,"
Drop in dengue cases in Nashik
",20.0112475,73.7902364,23-10-2021 04:43,
347,Delhi,"
Dengue cases in Delhi go past 1,000 with 665 in October alone
",28.6517178,77.2219388,26-10-2021 04:04,665
360,Delhi,"
AAP to start mega fogging drive to fight dengue in Delhi
",28.6517178,77.2219388,27-10-2021 07:28,
364,Delhi,"
Hospitals under pressure as dengue cases soar in Delhi
",28.6517178,77.2219388,28-10-2021 04:49,
370,Delhi,"
AAP to start mega fogging drive to fight dengue in Delhi
",28.6517178,77.2219388,27-10-2021 07:28,
371,Chandigarh,"
October reports 770 of 854 dengue cases in Chandigarh
",30.7334421,76.7797143,01-11-2021 07:27,770
372,Delhi,"
Hospitals may use beds reserved for Covid cases for dengue patients: Delhi govt
",28.6517178,77.2219388,30-10-2021 12:52,
373,Delhi,"
Panel confirms six deaths in Delhi due to dengue this season
",28.6517178,77.2219388,30-10-2021 04:44,
,,,,,,
